date,open,low,high,close,volume
2025-07-11 15:55:00,623.88,623.47,624.13,623.61,3979097
2025-07-14 09:30:00,623.17,622.7,623.35,622.77,2521811
2025-07-14 09:35:00,622.77,622.53,623.17,623.04,939065
2025-07-14 09:40:00,623.03,621.79,623.12,621.96,1266753
2025-07-14 09:45:00,621.93,621.8,623.22,623.18,1365861
2025-07-14 09:50:00,623.17,622.9,623.46,623.2,903533
2025-07-14 09:55:00,623.19,622.52,623.23,622.67,816159
2025-07-14 10:00:00,622.67,622.35,622.85,622.84,722171
2025-07-14 10:05:00,622.82,622.54,623.03,622.88,487238
2025-07-14 10:10:00,622.88,622.26,622.99,622.94,680851
2025-07-14 10:15:00,622.93,622.93,623.45,623.26,653900
2025-07-14 10:20:00,623.27,623.17,623.71,623.52,1003690
2025-07-14 10:25:00,623.54,622.58,623.55,622.69,767165
2025-07-14 10:30:00,622.68,622.37,622.89,622.59,938599
2025-07-14 10:35:00,622.59,622.5,623.03,622.9,657520
2025-07-14 10:40:00,622.89,622.8,623.1,622.98,571396
2025-07-14 10:45:00,622.96,622.67,623.19,622.74,543238
2025-07-14 10:50:00,622.72,622.66,623.2,623.12,440500
2025-07-14 10:55:00,623.11,623.08,623.52,623.48,559490
2025-07-14 11:00:00,623.47,623.31,623.8,623.43,940266
2025-07-14 11:05:00,623.43,623.28,623.65,623.58,614163
2025-07-14 11:10:00,623.58,623.54,623.77,623.66,542715
2025-07-14 11:15:00,623.65,623.41,623.77,623.59,437239
2025-07-14 11:20:00,623.61,623.48,623.74,623.71,569648
2025-07-14 11:25:00,623.71,623.65,624.14,624.13,601311
2025-07-14 11:30:00,624.14,623.94,624.21,623.99,694600
2025-07-14 11:35:00,624.0,623.84,624.3,624.24,573567
2025-07-14 11:40:00,624.23,624.15,624.39,624.16,518949
2025-07-14 11:45:00,624.17,623.95,624.18,624.02,462285
2025-07-14 11:50:00,624.02,623.91,624.11,623.96,320442
2025-07-14 11:55:00,623.97,623.77,624.0,623.95,665910
2025-07-14 12:00:00,623.94,623.83,624.15,624.05,349661
2025-07-14 12:05:00,624.05,624.03,624.32,624.29,296605
2025-07-14 12:10:00,624.29,623.8,624.32,624.05,361388
2025-07-14 12:15:00,624.04,623.81,624.08,623.94,337764
2025-07-14 12:20:00,623.94,623.88,624.12,623.94,51621
2025-07-14 12:25:00,623.93,623.83,624.04,623.88,227798
2025-07-14 12:30:00,623.88,623.62,623.93,623.72,373932
2025-07-14 12:35:00,623.72,623.71,623.86,623.75,255192
2025-07-14 12:40:00,623.74,623.7,624.15,623.96,435945
2025-07-14 12:45:00,623.96,623.94,624.26,624.24,380664
2025-07-14 12:50:00,624.26,624.2,624.41,624.39,426480
2025-07-14 12:55:00,624.39,624.27,624.48,624.28,422064
2025-07-14 13:00:00,624.28,624.28,624.63,624.61,469575
2025-07-14 13:05:00,624.61,624.44,624.64,624.51,394660
2025-07-14 13:10:00,624.53,624.46,624.71,624.71,333167
2025-07-14 13:15:00,624.7,624.63,624.96,624.85,516355
2025-07-14 13:20:00,624.85,624.64,624.9,624.72,396292
2025-07-14 13:25:00,624.73,624.6,624.77,624.71,408756
2025-07-14 13:30:00,624.71,624.66,624.9,624.82,359740
2025-07-14 13:35:00,624.82,624.72,624.99,624.82,323144
2025-07-14 13:40:00,624.83,624.63,624.84,624.7,319526
2025-07-14 13:45:00,624.71,624.42,624.73,624.69,528642
2025-07-14 13:50:00,624.69,624.65,624.9,624.88,295541
2025-07-14 13:55:00,624.87,624.67,624.9,624.68,354280
2025-07-14 14:00:00,624.68,624.6,624.8,624.79,435079
2025-07-14 14:05:00,624.79,624.75,624.92,624.88,331824
2025-07-14 14:10:00,624.87,624.7,624.9,624.76,273753
2025-07-14 14:15:00,624.79,624.67,624.8,624.7,247868
2025-07-14 14:20:00,624.72,624.69,624.92,624.83,399013
2025-07-14 14:25:00,624.84,624.79,625.0,624.96,300290
2025-07-14 14:30:00,624.96,624.93,625.14,625.11,417370
2025-07-14 14:35:00,625.1,624.95,625.16,624.98,586247
2025-07-14 14:40:00,624.98,624.92,625.07,625.05,370511
2025-07-14 14:45:00,625.06,624.96,625.11,624.99,223833
2025-07-14 14:50:00,624.98,624.95,625.1,625.02,226363
2025-07-14 14:55:00,625.02,624.91,625.09,624.94,425299
2025-07-14 15:00:00,624.94,624.94,625.12,625.01,549466
2025-07-14 15:05:00,625.02,624.77,625.03,624.78,385049
2025-07-14 15:10:00,624.78,624.75,624.93,624.91,523432
2025-07-14 15:15:00,624.91,624.77,624.91,624.79,528553
2025-07-14 15:20:00,624.8,624.54,624.83,624.61,774601
2025-07-14 15:25:00,624.58,624.58,624.94,624.73,1107835
2025-07-14 15:30:00,624.73,624.52,624.73,624.54,527092
2025-07-14 15:35:00,624.53,624.49,624.7,624.58,539397
2025-07-14 15:40:00,624.58,624.43,624.68,624.44,559711
2025-07-14 15:45:00,624.43,624.3,624.81,624.75,1016954
2025-07-14 15:50:00,624.72,624.43,624.81,624.59,1467100
2025-07-14 15:55:00,624.58,624.48,624.99,624.7,3966493
2025-07-15 09:30:00,627.5,626.86,627.87,626.9,3577617
2025-07-15 09:35:00,626.89,626.48,627.16,626.5,1157107
2025-07-15 09:40:00,626.52,625.89,626.52,626.34,1578643
2025-07-15 09:45:00,626.36,625.81,626.65,625.95,1256910
2025-07-15 09:50:00,625.93,625.93,626.42,626.13,702710
2025-07-15 09:55:00,626.15,625.57,626.31,625.65,939046
2025-07-15 10:00:00,625.67,625.27,625.83,625.48,1014777
2025-07-15 10:05:00,625.5,625.38,625.94,625.79,760741
2025-07-15 10:10:00,625.78,625.72,626.25,626.21,683850
2025-07-15 10:15:00,626.21,625.74,626.4,626.16,613654
2025-07-15 10:20:00,626.16,625.85,626.23,626.03,551126
2025-07-15 10:25:00,626.0,625.38,626.02,625.48,900352
2025-07-15 10:30:00,625.49,624.83,625.59,625.4,1156948
2025-07-15 10:35:00,625.41,624.85,625.52,625.12,889552
2025-07-15 10:40:00,625.12,624.7,625.2,624.92,936030
2025-07-15 10:45:00,624.89,624.89,625.39,625.19,684007
2025-07-15 10:50:00,625.18,624.07,625.31,624.39,1257412
2025-07-15 10:55:00,624.41,623.8,624.41,623.89,1262070
2025-07-15 11:00:00,623.88,623.88,624.45,624.34,1110187
2025-07-15 11:05:00,624.36,624.32,624.87,624.65,802414
2025-07-15 11:10:00,624.67,624.23,624.85,624.23,710751
2025-07-15 11:15:00,624.25,624.17,624.49,624.38,979193
2025-07-15 11:20:00,624.36,624.32,625.04,625.0,743642
2025-07-15 11:25:00,625.0,624.87,625.2,625.12,1198167
2025-07-15 11:30:00,625.12,624.53,625.21,624.78,674365
2025-07-15 11:35:00,624.79,624.55,624.94,624.82,630057
2025-07-15 11:40:00,624.81,624.77,625.21,625.04,462651
2025-07-15 11:45:00,625.03,624.98,625.39,625.3,493574
2025-07-15 11:50:00,625.31,624.82,625.32,624.87,520525
2025-07-15 11:55:00,624.86,624.52,624.91,624.84,637741
2025-07-15 12:00:00,624.85,624.67,624.99,624.92,422643
2025-07-15 12:05:00,624.92,624.22,624.98,624.24,579934
2025-07-15 12:10:00,624.23,624.01,624.47,624.33,983308
2025-07-15 12:15:00,624.31,624.26,624.61,624.39,477411
2025-07-15 12:20:00,624.39,624.26,624.68,624.43,531319
2025-07-15 12:25:00,624.43,624.14,624.49,624.27,487111
2025-07-15 12:30:00,624.27,624.22,624.58,624.23,517655
2025-07-15 12:35:00,624.23,623.81,624.28,624.07,529935
2025-07-15 12:40:00,624.05,623.85,624.27,624.16,424070
2025-07-15 12:45:00,624.17,624.15,624.4,624.19,510816
2025-07-15 12:50:00,624.19,623.86,624.36,623.91,517386
2025-07-15 12:55:00,623.9,623.0,624.09,623.21,1610710
2025-07-15 13:00:00,623.22,623.16,623.72,623.5,855080
2025-07-15 13:05:00,623.48,623.23,623.61,623.24,472399
2025-07-15 13:10:00,623.25,623.25,623.57,623.39,558267
2025-07-15 13:15:00,623.39,622.95,623.53,623.47,868935
2025-07-15 13:20:00,623.47,623.39,623.83,623.73,647176
2025-07-15 13:25:00,623.72,623.5,623.89,623.86,618851
2025-07-15 13:30:00,623.85,623.85,624.1,624.09,570352
2025-07-15 13:35:00,624.08,624.04,624.39,624.29,542627
2025-07-15 13:40:00,624.29,623.91,624.34,624.09,519545
2025-07-15 13:45:00,624.1,624.01,624.22,624.04,385221
2025-07-15 13:50:00,624.04,623.91,624.41,624.4,467495
2025-07-15 13:55:00,624.41,624.34,624.62,624.59,487338
2025-07-15 14:00:00,624.59,624.29,624.7,624.53,799287
2025-07-15 14:05:00,624.53,624.43,624.71,624.68,450566
2025-07-15 14:10:00,624.68,624.64,624.82,624.74,356494
2025-07-15 14:15:00,624.74,624.56,624.87,624.57,442356
2025-07-15 14:20:00,624.57,624.57,624.82,624.76,537760
2025-07-15 14:25:00,624.76,624.54,624.81,624.6,599765
2025-07-15 14:30:00,624.6,624.58,624.83,624.74,468020
2025-07-15 14:35:00,624.75,624.33,624.75,624.55,661373
2025-07-15 14:40:00,624.56,624.31,624.67,624.35,522664
2025-07-15 14:45:00,624.35,624.3,624.55,624.43,516630
2025-07-15 14:50:00,624.43,623.8,624.52,623.98,958548
2025-07-15 14:55:00,623.98,623.26,623.99,623.28,1638996
2025-07-15 15:00:00,623.27,623.02,623.77,623.59,1321858
2025-07-15 15:05:00,623.57,623.3,623.6,623.47,703690
2025-07-15 15:10:00,623.46,623.38,623.67,623.53,763222
2025-07-15 15:15:00,623.52,623.3,623.69,623.66,797794
2025-07-15 15:20:00,623.65,623.36,623.77,623.5,943965
2025-07-15 15:25:00,623.5,623.16,623.54,623.3,794956
2025-07-15 15:30:00,623.31,623.23,623.52,623.24,964240
2025-07-15 15:35:00,623.23,623.19,623.46,623.42,810346
2025-07-15 15:40:00,623.43,623.4,623.78,623.66,999841
2025-07-15 15:45:00,623.65,623.35,623.72,623.65,1175574
2025-07-15 15:50:00,623.65,622.98,623.78,623.09,2342207
2025-07-15 15:55:00,623.09,622.07,623.34,622.11,4863828
2025-07-16 09:30:00,623.76,623.26,624.12,623.51,3248820
2025-07-16 09:35:00,623.49,623.35,623.95,623.76,1020582
2025-07-16 09:40:00,623.77,623.01,623.78,623.15,855260
2025-07-16 09:45:00,623.16,622.65,623.24,622.65,987477
2025-07-16 09:50:00,622.66,622.18,622.73,622.26,1004182
2025-07-16 09:55:00,622.29,622.03,622.64,622.11,765779
2025-07-16 10:00:00,622.11,622.02,622.47,622.31,805880
2025-07-16 10:05:00,622.3,621.68,622.51,622.21,913850
2025-07-16 10:10:00,622.21,622.18,622.77,622.23,750948
2025-07-16 10:15:00,622.2,622.06,622.7,622.66,590068
2025-07-16 10:20:00,622.65,622.39,622.86,622.56,491184
2025-07-16 10:25:00,622.55,622.2,622.72,622.5,532528
2025-07-16 10:30:00,622.49,622.42,623.01,622.65,832585
2025-07-16 10:35:00,622.64,622.0,622.66,622.34,773479
2025-07-16 10:40:00,622.33,622.01,622.47,622.46,742434
2025-07-16 10:45:00,622.45,622.45,622.96,622.9,383623
2025-07-16 10:50:00,622.89,621.68,623.37,621.96,2279807
2025-07-16 10:55:00,621.9,621.51,622.73,622.17,2851109
2025-07-16 11:00:00,622.22,622.05,622.89,622.65,1095408
2025-07-16 11:05:00,622.64,622.52,623.04,622.88,626504
2025-07-16 11:10:00,622.91,622.82,623.36,623.32,705252
2025-07-16 11:15:00,623.32,620.19,623.34,620.27,6057864
2025-07-16 11:20:00,620.29,619.46,620.7,619.85,4231700
2025-07-16 11:25:00,619.84,619.77,621.57,621.33,2387379
2025-07-16 11:30:00,621.35,619.2,621.41,619.37,4293193
2025-07-16 11:35:00,619.35,618.05,619.38,618.74,3375063
2025-07-16 11:40:00,618.76,618.48,620.61,620.41,2662787
2025-07-16 11:45:00,620.42,620.1,620.79,620.55,1875093
2025-07-16 11:50:00,620.56,619.96,620.92,620.73,1425142
2025-07-16 11:55:00,620.76,620.65,622.53,621.96,3788783
2025-07-16 12:00:00,621.93,621.45,622.17,621.62,1371480
2025-07-16 12:05:00,621.61,621.53,622.24,621.87,1085595
2025-07-16 12:10:00,621.88,621.24,621.99,621.57,961592
2025-07-16 12:15:00,621.57,621.44,621.92,621.63,575606
2025-07-16 12:20:00,621.63,621.11,621.63,621.55,539464
2025-07-16 12:25:00,621.54,621.04,621.73,621.67,625062
2025-07-16 12:30:00,621.71,621.6,621.95,621.85,454731
2025-07-16 12:35:00,621.84,621.82,622.28,622.19,380652
2025-07-16 12:40:00,622.21,622.01,622.33,622.02,420672
2025-07-16 12:45:00,622.03,621.14,622.19,622.09,844159
2025-07-16 12:50:00,622.11,622.11,622.92,622.74,735208
2025-07-16 12:55:00,622.73,622.71,623.13,623.1,730184
2025-07-16 13:00:00,623.1,622.91,623.33,623.22,615644
2025-07-16 13:05:00,623.23,623.17,623.62,623.44,590040
2025-07-16 13:10:00,623.46,623.43,623.78,623.56,670714
2025-07-16 13:15:00,623.57,623.3,623.64,623.54,508466
2025-07-16 13:20:00,623.56,623.18,623.63,623.38,374662
2025-07-16 13:25:00,623.4,623.06,623.47,623.09,368486
2025-07-16 13:30:00,623.1,622.93,623.18,623.02,443539
2025-07-16 13:35:00,623.02,623.0,623.36,623.24,367048
2025-07-16 13:40:00,623.25,622.98,623.27,623.13,282266
2025-07-16 13:45:00,623.13,623.06,623.38,623.22,339715
2025-07-16 13:50:00,623.22,622.94,623.24,623.04,352812
2025-07-16 13:55:00,623.05,623.03,623.25,623.09,231239
2025-07-16 14:00:00,623.09,622.93,623.36,623.34,413514
2025-07-16 14:05:00,623.34,623.09,623.46,623.25,455069
2025-07-16 14:10:00,623.25,622.95,623.26,623.17,673436
2025-07-16 14:15:00,623.2,622.95,623.35,622.95,369950
2025-07-16 14:20:00,622.95,622.72,623.3,623.2,503945
2025-07-16 14:25:00,623.17,623.15,623.44,623.35,327784
2025-07-16 14:30:00,623.35,623.35,623.63,623.59,501463
2025-07-16 14:35:00,623.59,623.57,623.83,623.75,442586
2025-07-16 14:40:00,623.73,623.64,623.94,623.84,438787
2025-07-16 14:45:00,623.83,623.6,623.87,623.76,494166
2025-07-16 14:50:00,623.75,623.7,623.88,623.88,327742
2025-07-16 14:55:00,623.86,623.83,624.36,624.34,1073131
2025-07-16 15:00:00,624.34,624.08,624.52,624.08,750553
2025-07-16 15:05:00,624.07,623.96,624.25,624.2,423057
2025-07-16 15:10:00,624.21,623.98,624.25,624.07,361416
2025-07-16 15:15:00,624.06,623.83,624.08,623.99,1104176
2025-07-16 15:20:00,623.99,623.85,624.09,623.96,396078
2025-07-16 15:25:00,623.95,623.95,624.21,624.16,822310
2025-07-16 15:30:00,624.14,623.88,624.14,623.98,533954
2025-07-16 15:35:00,623.97,623.91,624.48,624.43,839119
2025-07-16 15:40:00,624.42,624.37,624.73,624.56,1074546
2025-07-16 15:45:00,624.55,624.33,624.7,624.68,978949
2025-07-16 15:50:00,624.67,624.1,624.7,624.24,1596008
2025-07-16 15:55:00,624.25,624.07,624.49,624.19,3078694
2025-07-17 09:30:00,624.4,624.18,624.87,624.64,2558916
2025-07-17 09:35:00,624.64,624.43,624.92,624.78,925554
2025-07-17 09:40:00,624.78,624.67,625.64,625.58,1110890
2025-07-17 09:45:00,625.58,625.43,625.96,625.96,859206
2025-07-17 09:50:00,625.97,625.82,626.2,626.02,960753
2025-07-17 09:55:00,626.01,625.62,626.1,625.78,703038
2025-07-17 10:00:00,625.8,625.74,626.2,626.14,661831
2025-07-17 10:05:00,626.13,625.8,626.22,626.14,558856
2025-07-17 10:10:00,626.14,625.78,626.23,626.17,488542
2025-07-17 10:15:00,626.15,625.46,626.23,625.47,650835
2025-07-17 10:20:00,625.49,624.84,625.6,625.12,1197555
2025-07-17 10:25:00,625.11,624.95,625.49,625.46,796354
2025-07-17 10:30:00,625.46,625.39,625.81,625.71,665947
2025-07-17 10:35:00,625.7,625.01,625.74,625.23,636233
2025-07-17 10:40:00,625.19,625.19,625.55,625.43,461281
2025-07-17 10:45:00,625.44,625.3,625.89,625.84,778448
2025-07-17 10:50:00,625.84,625.71,625.91,625.86,588536
2025-07-17 10:55:00,625.88,625.73,625.92,625.82,640075
2025-07-17 11:00:00,625.81,625.79,626.09,626.08,630677
2025-07-17 11:05:00,626.07,626.04,626.59,626.42,1169057
2025-07-17 11:10:00,626.44,626.26,626.51,626.32,607215
2025-07-17 11:15:00,626.34,626.21,626.45,626.36,556851
2025-07-17 11:20:00,626.35,626.19,626.66,626.63,1100093
2025-07-17 11:25:00,626.63,626.51,626.72,626.67,593133
2025-07-17 11:30:00,626.67,626.56,626.78,626.63,549492
2025-07-17 11:35:00,626.63,626.58,626.99,626.98,879200
2025-07-17 11:40:00,626.97,626.95,627.18,627.03,664573
2025-07-17 11:45:00,627.05,626.89,627.12,626.95,495833
2025-07-17 11:50:00,626.94,626.85,627.16,627.09,531463
2025-07-17 11:55:00,627.09,627.05,627.27,627.22,427142
2025-07-17 12:00:00,627.22,627.11,627.43,627.39,471376
2025-07-17 12:05:00,627.38,627.25,627.5,627.43,573113
2025-07-17 12:10:00,627.43,627.15,627.5,627.21,488397
2025-07-17 12:15:00,627.22,626.8,627.22,626.82,536893
2025-07-17 12:20:00,626.82,626.78,627.18,627.1,640635
2025-07-17 12:25:00,627.08,626.79,627.17,626.83,427556
2025-07-17 12:30:00,626.84,626.72,626.92,626.84,344865
2025-07-17 12:35:00,626.83,626.56,626.92,626.62,605446
2025-07-17 12:40:00,626.63,626.52,626.88,626.79,412735
2025-07-17 12:45:00,626.79,626.63,626.84,626.73,972752
2025-07-17 12:50:00,626.74,626.62,626.87,626.66,343896
2025-07-17 12:55:00,626.68,626.62,626.85,626.83,283177
2025-07-17 13:00:00,626.83,626.77,626.98,626.89,749922
2025-07-17 13:05:00,626.89,626.73,626.89,626.78,377115
2025-07-17 13:10:00,626.78,626.67,626.9,626.88,735033
2025-07-17 13:15:00,626.87,626.79,627.04,627.03,308194
2025-07-17 13:20:00,627.03,626.94,627.08,626.97,361216
2025-07-17 13:25:00,626.98,626.67,627.1,627.02,609092
2025-07-17 13:30:00,627.03,626.98,627.19,627.11,354273
2025-07-17 13:35:00,627.11,627.05,627.26,627.24,569182
2025-07-17 13:40:00,627.24,627.23,627.38,627.32,328078
2025-07-17 13:45:00,627.33,627.19,627.35,627.3,400714
2025-07-17 13:50:00,627.31,627.23,627.37,627.37,238392
2025-07-17 13:55:00,627.37,627.34,627.45,627.43,683262
2025-07-17 14:00:00,627.44,627.34,627.5,627.44,1205132
2025-07-17 14:05:00,627.44,627.28,627.44,627.38,447466
2025-07-17 14:10:00,627.38,627.14,627.42,627.18,531013
2025-07-17 14:15:00,627.16,627.14,627.51,627.49,845294
2025-07-17 14:20:00,627.48,627.44,627.79,627.77,510531
2025-07-17 14:25:00,627.78,627.67,627.88,627.83,696947
2025-07-17 14:30:00,627.84,627.68,627.91,627.78,625912
2025-07-17 14:35:00,627.78,627.65,627.85,627.82,511782
2025-07-17 14:40:00,627.83,627.76,627.86,627.83,323378
2025-07-17 14:45:00,627.83,627.77,627.99,627.98,602157
2025-07-17 14:50:00,628.0,627.88,628.14,627.95,653869
2025-07-17 14:55:00,627.95,627.93,628.04,627.96,302834
2025-07-17 15:00:00,627.97,627.95,628.41,628.27,700496
2025-07-17 15:05:00,628.29,628.17,628.3,628.24,590685
2025-07-17 15:10:00,628.24,628.15,628.28,628.25,505285
2025-07-17 15:15:00,628.25,628.07,628.32,628.09,1009808
2025-07-17 15:20:00,628.08,628.01,628.13,628.09,742907
2025-07-17 15:25:00,628.09,627.94,628.09,627.98,647877
2025-07-17 15:30:00,627.97,627.96,628.27,628.12,1211444
2025-07-17 15:35:00,628.11,628.09,628.21,628.15,678711
2025-07-17 15:40:00,628.16,627.85,628.16,627.9,1471116
2025-07-17 15:45:00,627.9,627.78,628.28,628.21,1373559
2025-07-17 15:50:00,628.21,627.67,628.32,628.02,2999336
2025-07-17 15:55:00,628.01,627.66,628.29,627.99,6864742
2025-07-18 09:30:00,629.29,628.69,629.32,628.9,3015567
2025-07-18 09:35:00,628.9,628.54,629.06,628.87,902497
2025-07-18 09:40:00,628.88,628.58,628.95,628.6,661179
2025-07-18 09:45:00,628.59,628.57,629.19,629.05,2967601
2025-07-18 09:50:00,629.05,628.43,629.16,628.68,1003398
2025-07-18 09:55:00,628.69,628.57,628.79,628.64,622923
2025-07-18 10:00:00,628.65,628.42,629.38,628.52,817272
2025-07-18 10:05:00,628.55,628.31,628.62,628.43,612454
2025-07-18 10:10:00,628.43,627.99,628.49,628.06,827420
2025-07-18 10:15:00,628.06,627.58,628.21,627.94,1099975
2025-07-18 10:20:00,627.94,627.6,628.13,627.68,964809
2025-07-18 10:25:00,627.68,627.24,627.68,627.37,860884
2025-07-18 10:30:00,627.39,627.29,627.76,627.69,3730725
2025-07-18 10:35:00,627.69,627.31,627.91,627.33,538712
2025-07-18 10:40:00,627.32,627.18,627.49,627.47,748900
2025-07-18 10:45:00,627.46,627.25,627.6,627.4,569577
2025-07-18 10:50:00,627.42,627.37,627.69,627.48,455986
2025-07-18 10:55:00,627.48,627.12,627.69,627.13,382705
2025-07-18 11:00:00,627.12,626.91,627.39,627.23,662130
2025-07-18 11:05:00,627.25,627.21,627.59,627.49,1342735
2025-07-18 11:10:00,627.48,627.19,627.67,627.33,451808
2025-07-18 11:15:00,627.31,627.3,627.69,627.33,489933
2025-07-18 11:20:00,627.32,627.14,627.56,627.37,1031851
2025-07-18 11:25:00,627.36,627.34,627.65,627.57,2604971
2025-07-18 11:30:00,627.62,627.62,628.0,627.85,464118
2025-07-18 11:35:00,627.85,627.72,627.93,627.77,324821
2025-07-18 11:40:00,627.77,627.57,627.88,627.78,569687
2025-07-18 11:45:00,627.8,627.67,628.01,627.97,331449
2025-07-18 11:50:00,627.97,627.97,628.17,628.12,795064
2025-07-18 11:55:00,628.13,627.85,628.13,628.11,353069
2025-07-18 12:00:00,628.12,627.8,628.16,627.82,609548
2025-07-18 12:05:00,627.81,627.47,627.88,627.67,469542
2025-07-18 12:10:00,627.67,627.55,627.82,627.7,612371
2025-07-18 12:15:00,627.7,627.58,627.78,627.62,574741
2025-07-18 12:20:00,627.65,627.03,627.67,627.34,810204
2025-07-18 12:25:00,627.33,626.54,627.41,626.97,1131231
2025-07-18 12:30:00,626.98,626.61,627.02,626.73,622441
2025-07-18 12:35:00,626.73,626.49,626.91,626.87,690343
2025-07-18 12:40:00,626.88,626.85,627.23,627.14,435463
2025-07-18 12:45:00,627.17,626.88,627.31,627.1,365221
2025-07-18 12:50:00,627.11,627.03,627.39,627.1,520983
2025-07-18 12:55:00,627.12,626.51,627.13,626.68,513845
2025-07-18 13:00:00,626.67,626.46,626.85,626.68,486818
2025-07-18 13:05:00,626.68,626.61,626.98,626.8,414705
2025-07-18 13:10:00,626.81,626.51,627.18,627.17,538408
2025-07-18 13:15:00,627.19,626.82,627.21,626.83,422814
2025-07-18 13:20:00,626.83,626.7,627.1,626.88,401032
2025-07-18 13:25:00,626.87,626.73,627.1,626.94,292896
2025-07-18 13:30:00,626.94,626.94,627.3,627.29,421813
2025-07-18 13:35:00,627.3,627.14,627.44,627.44,273203
2025-07-18 13:40:00,627.44,627.18,627.52,627.2,352705
2025-07-18 13:45:00,627.2,626.88,627.24,627.04,319146
2025-07-18 13:50:00,627.06,626.8,627.06,626.99,252186
2025-07-18 13:55:00,626.98,626.86,627.15,627.07,203639
2025-07-18 14:00:00,627.08,627.04,627.38,627.36,594770
2025-07-18 14:05:00,627.36,627.07,627.4,627.18,357346
2025-07-18 14:10:00,627.19,626.87,627.19,626.94,328989
2025-07-18 14:15:00,626.93,626.67,627.06,627.06,406538
2025-07-18 14:20:00,627.06,627.05,627.35,627.31,377277
2025-07-18 14:25:00,627.29,627.02,627.34,627.12,295478
2025-07-18 14:30:00,627.09,627.05,627.39,627.15,566048
2025-07-18 14:35:00,627.13,627.07,627.28,627.19,230157
2025-07-18 14:40:00,627.19,627.16,627.38,627.29,214662
2025-07-18 14:45:00,627.29,627.2,627.4,627.38,405815
2025-07-18 14:50:00,627.4,627.22,627.41,627.28,306232
2025-07-18 14:55:00,627.28,627.07,627.29,627.21,373156
2025-07-18 15:00:00,627.22,627.06,627.37,627.08,457072
2025-07-18 15:05:00,627.07,627.04,627.25,627.2,335145
2025-07-18 15:10:00,627.19,627.03,627.2,627.15,644763
2025-07-18 15:15:00,627.14,627.14,627.5,627.48,405681
2025-07-18 15:20:00,627.48,627.43,627.6,627.48,617462
2025-07-18 15:25:00,627.47,627.29,627.49,627.39,498619
2025-07-18 15:30:00,627.39,627.09,627.44,627.11,595246
2025-07-18 15:35:00,627.14,627.06,627.29,627.13,610808
2025-07-18 15:40:00,627.13,627.04,627.22,627.13,511476
2025-07-18 15:45:00,627.13,627.01,627.31,627.28,1104384
2025-07-18 15:50:00,627.31,627.27,627.56,627.54,1813529
2025-07-18 15:55:00,627.53,627.37,627.76,627.59,3090457
